gid_B73	n_mu	mid	sids	fam	fam_size	fam_idx	gid_W22	map_type	impact	eff	TF45	n.tgt	m.drc	tf.type	eQTL	B_Embryo	B_Endosperm	B_Internode	B_Leaf10	B_Root	B_Shoot	P_Embryo	P_Endosperm	P_Internode	P_Leaf10	P_Root	P_Shoot	W_Embryo	W_Endosperm	W_Internode	W_Leaf10	W_Root	W_Shoot	max_W22_exp
Zm00001d027395	1	mu1080592	UFMu-09492	NAC	126	60	Zm00004b000137	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		2.1	38.3	1.4	1.8	5.3	2.9	2.6	1.9	1.7	3.6	5.2	5.9	2.7	3.9	0.1	0.2	3.2	2.2	3.9
Zm00001d027425	1	mu1058732	UFMu-08159	MIKC_MADS	42	21	Zm00004b000161	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		2.2	25.4	48.2	37.6	10.2	6.0	1.0	26.1	58.0	51.1	15.5	8.4	1.0	21.4	47.7	60.6	14.8	5.5	60.6
Zm00001d027435	1	mu1074662	UFMu-03703	TALE	28	11	Zm00004b000170	One-to-One	moderate	disruptive_inframe_insertion	FALSE	30	0.9555555555555556	acti		0.1	0.3	56.8	104.2	16.2	36.7	0.8	3.0	25.8	105.9	32.6	74.0	0.1	0.4	14.4	75.2	13.5	33.0	75.2
Zm00001d027461	1	mu1046724	UFMu-06361	bZIP	128	59	Zm00004b000195	One-to-One	high	splice_donor_variant	FALSE	1	1	acti		20.1	72.3	1.7	3.6	1.5	4.9	7.2	64.1	5.2	3.9	1.5	7.4	10.5	141.6	0.3	3.8	2.0	13.0	3.8
Zm00001d027510	3	mu1005596|mu1019431|mu1089262	UFMu-00471|UFMu-01009|UFMu-12013	Nin-like	17	10	Zm00004b000241	One-to-One	moderate	missense_variant	FALSE	13	1	acti		12.3	20.0	65.7	45.6	59.3	38.0	19.2	26.8	55.5	36.0	66.4	59.9	13.5	33.3	53.8	38.2	43.3	32.0	53.8
Zm00001d027677	3	mu1065636|mu1069000|mu1084401	UFMu-08740|UFMu-08261|UFMu-10302	C2H2	132	73	Zm00004b000369	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		9.4	6.4	4.6	3.8	3.8	5.3	14.1	10.3	8.2	4.7	4.0	5.5	15.5	10.9	7.8	6.3	4.6	5.9	7.8
Zm00001d027709	2	mu1040458|mu1080409	UFMu-04300,UFMu-13849|UFMu-09504	E2F/DP	19	11	Zm00004b000391	One-to-One	non-syntenic	exon_loss_variant	TRUE	0	NA	NA	wang2018	25.1	22.5	23.6	11.7	13.5	16.1	19.2	18.0	22.9	12.6	17.3	15.5	21.8	13.7	21.0	14.2	13.4	13.1	21.8
Zm00001d027752	6	mu1011261|mu1044211|mu1044212|mu1079100|mu1086658|mu1094091	UFMu-05721|UFMu-05425|UFMu-05716|UFMu-09282|UFMu-10623|UFMu-12741,UFMu-12898	STAT	1	1	Zm00004b000427,Zm00004b000428	Many-to-One	high	splice_donor_variant	FALSE	1	0	mix		32.4	12.1	27.0	19.1	12.4	23.4	23.6	12.0	13.7	10.0	9.3	17.9	22.6	7.6	11.0	13.6	8.2	18.1	8.2
Zm00001d027757	2	mu1085337|mu1085338	UFMu-10587|UFMu-10587	HSF	29	15	Zm00004b000433	One-to-One	moderate	missense_variant	FALSE	13	1	acti		0.4	0.1	2.9	76.6	10.8	51.0	7.8	0.1	189.1	100.2	22.2	91.2	4.3	0.0	86.9	47.6	16.9	53.3	86.9
Zm00001d027846	1	mu1088571	UFMu-11766	Dof	45	21	Zm00004b000494	One-to-One	moderate	missense_variant	FALSE	15	1	acti		1.0	0.5	114.6	37.2	18.8	28.1	3.1	1.0	34.4	25.5	29.7	40.0	1.3	0.4	64.3	27.1	22.3	17.8	64.3
Zm00001d027874	6	mu1013289|mu1046256|mu1046257|mu1051508|mu1065681|mu1065682	UFMu-02216,UFMu-06291|UFMu-06468|UFMu-06466,UFMu-06923|UFMu-06843|UFMu-08570|UFMu-08755	NF-YA	13	8	Zm00004b000519	One-to-One	low	splice_region_variant	FALSE	0	NA	NA		348.5	36.2	23.0	33.4	76.8	42.0	302.6	55.4	157.9	28.6	137.8	23.7	365.9	58.0	142.5	42.2	79.8	27.5	79.8
Zm00001d027878	1	mu1054977	UFMu-07284	AP2	28	13	Zm00004b000524	One-to-One	low	synonymous_variant	FALSE	9	1	acti		185.8	13.8	0.0	0.0	0.0	2.2	86.0	17.3	0.0	0.0	0.0	0.9	161.2	22.6	0.0	0.0	0.0	0.8	22.6
Zm00001d027924	1	mu1082150	UFMu-09484	ERF	177	89	Zm00004b000557	One-to-One	modifier	3_prime_UTR_variant	FALSE	16	1	acti		5.5	2.5	1.0	0.0	0.0	0.0	31.7	32.4	0.0	0.8	0.6	1.1	69.1	15.7	1.0	6.0	0.5	0.3	69.1
Zm00001d027925	1	mu1088624	UFMu-11378	ERF	177	90	Zm00004b000558	One-to-One	moderate	disruptive_inframe_deletion	FALSE	1	1	acti		2.0	0.1	1.3	0.4	142.5	15.8	0.2	0.0	0.0	0.1	47.1	1.7	4.8	0.1	0.3	2.3	188.8	18.7	4.8
Zm00001d027939	1	mu1037072	UFMu-04212	B3	45	24	Zm00004b000570	One-to-One	low	synonymous_variant	FALSE	389	1	acti		104.6	1.1	0.1	0.1	13.7	19.3	154.8	0.8	0.0	0.1	12.1	25.1	158.4	0.8	0.0	0.1	8.2	14.3	8.2
Zm00001d028007	9	mu1021219|mu1021219|mu1022390|mu1022485|mu1058472|mu1058473|mu1071603|mu1082769|mu1085417	UFMu-01284,UFMu-01899,UFMu-10763|UFMu-06826,UFMu-07972|UFMu-01868|UFMu-02853|UFMu-08171|UFMu-07972|UFMu-01980|UFMu-09992|UFMu-10568	CAMTA	8	5	Zm00004b000628	One-to-One	non-syntenic	missense_variant	FALSE	1	-1	repr	wang2018	6.0	1.1	129.7	4.7	9.2	12.6	4.3	0.8	42.6	14.7	11.4	22.6	5.9	3.2	65.4	3.2	22.4	9.3	9.3
Zm00001d028139	1	mu1037200	UFMu-04156	C2H2	132	74	Zm00004b000718	One-to-One	moderate	missense_variant	FALSE	1	1	acti		23.7	3.1	34.8	1.3	5.1	6.6	17.8	3.4	1.6	2.0	8.3	5.9	35.1	1.8	4.6	2.6	10.0	10.3	4.6
Zm00001d028265	3	mu1044382|mu1065947|mu1089019	UFMu-05698|UFMu-08588|UFMu-11213	ARR-B	9	5	Zm00004b000828	One-to-One	no_change	NA	FALSE	0	NA	NA		18.2	22.0	42.6	17.1	54.1	24.8	22.4	19.7	38.0	15.9	58.4	32.2	24.3	23.5	43.0	20.5	55.7	24.7	55.7
Zm00001d028297	1	mu1046610	UFMu-06512	bHLH	190	100	Zm00004b000851	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		4.4	1.6	7.1	2.0	11.4	21.5	8.2	0.7	2.4	1.3	8.9	10.2	5.7	0.6	2.7	2.9	11.4	14.0	5.7
Zm00001d028304	1	mu1085581	UFMu-11118	HD-ZIP	60	33	Zm00004b000858	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		0.5	1.9	18.6	2.8	10.8	15.5	1.0	6.7	31.4	2.8	23.7	13.7	0.6	4.4	34.6	2.7	18.8	18.6	4.4
Zm00001d028361	1	mu1084296	UFMu-10309	C2H2	132	75	Zm00004b000903	One-to-One	no_change	NA	FALSE	0	NA	NA		2.2	0.0	1.4	1.2	5.9	8.6	3.4	0.0	6.4	4.3	4.7	5.1	2.9	0.0	1.0	2.4	5.4	8.0	8.0
Zm00001d028372	1	mu1044413	UFMu-05784	bZIP	128	60	Zm00004b000914	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		25.8	30.5	54.4	53.6	43.1	58.8	34.7	35.7	61.9	57.6	54.1	54.4	31.7	23.3	56.7	69.0	48.4	60.8	69.0
Zm00001d028472	1	mu1037384	UFMu-04161	FAR1	14	9	Zm00004b001001	One-to-One	high	stop_gained	FALSE	7	1	acti		0.8	3.7	26.8	44.2	64.5	57.4	7.1	3.6	17.0	18.6	62.1	35.8	0.7	3.0	13.8	8.8	50.2	25.9	8.8
Zm00001d028526	1	mu1013665	UFMu-02190	GRAS	81	33	Zm00004b001046	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		1.3	0.0	0.0	0.2	3.1	0.2	0.4	0.0	0.0	0.0	1.7	0.0	0.3	0.0	0.0	0.0	1.8	0.1	1.8
Zm00001d028603	1	mu1084511	UFMu-10403	GRAS	81	34	Zm00004b001113	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		30.0	47.1	38.3	18.6	35.2	20.2	89.9	81.0	63.7	18.0	43.5	23.3	76.0	94.7	80.0	50.8	45.7	23.1	94.7
Zm00001d028879	1	mu1043906	UFMu-05287	bZIP	128	61	Zm00004b001319	One-to-One	no_change	NA	FALSE	0	NA	NA		0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.7	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.6
Zm00001d028936	6	mu1042125|mu1055361|mu1055362|mu1079227|mu1084520|mu1085636	UFMu-05329|UFMu-07413|UFMu-07538|UFMu-09139|UFMu-10382|UFMu-11118	bZIP	128	62	Zm00004b001364	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		34.9	61.6	107.5	43.9	95.2	38.6	41.2	43.7	67.8	34.2	90.8	39.0	37.5	46.4	79.3	35.0	78.9	26.6	79.3
Zm00001d028962	4	mu1017554|mu1046707|mu1058745|mu1066069	UFMu-01180|UFMu-05983|UFMu-07768|UFMu-08532	WRKY	121	60	Zm00004b001382	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		3.0	0.1	8.5	6.6	15.7	7.4	2.4	0.1	4.0	2.2	9.7	4.8	3.8	0.0	20.2	4.1	17.9	17.3	4.1
Zm00001d028974	2	mu1040655|mu1076115	UFMu-04780|UFMu-09401	EIL	9	6	Zm00004b001393	One-to-One	moderate	missense_variant	FALSE	2	1	acti		16.9	27.0	249.9	105.9	103.7	45.3	44.2	19.9	212.8	116.3	126.7	68.9	36.5	14.2	188.7	132.9	115.2	51.8	51.8
Zm00001d028984	1	mu1019531	UFMu-01129	G2-like	61	30	Zm00004b001400	One-to-One	moderate	missense_variant	FALSE	1	1	acti		4.5	2.2	48.7	56.8	24.2	18.9	10.9	1.8	120.0	76.1	28.9	27.8	5.8	1.3	45.7	80.9	24.8	20.9	80.9
Zm00001d028995	4	mu1055368|mu1055369|mu1055370|mu1055371	UFMu-07532|UFMu-07532|UFMu-07532|UFMu-07532	NAC	126	64	Zm00004b001409	One-to-One	non-syntenic	start_lost	FALSE	3	1	acti		3.8	4.2	7.4	7.7	11.2	8.1	12.9	1.2	26.5	15.9	16.4	14.5	15.5	4.2	28.6	9.7	19.8	15.7	9.7
Zm00001d029064	3	mu1013721|mu1022700|mu1085644	UFMu-01290|UFMu-01867,UFMu-11011|UFMu-10648	bZIP	128	63	Zm00004b001453	One-to-One	moderate	missense_variant	FALSE	41	0.36585365853658536	mix		14.5	21.0	12.4	22.0	19.7	28.8	25.8	24.0	24.1	18.8	25.7	29.5	22.8	27.8	21.7	23.7	28.5	34.0	34.0
Zm00001d029287	2	mu1034607|mu1082923	UFMu-03204|UFMu-10409	GeBP	20	10	Zm00004b001637	One-to-One	moderate	missense_variant	FALSE	29	1	acti		8.1	6.0	11.8	5.6	5.7	5.1	9.1	6.2	5.6	4.6	5.3	4.8	10.3	7.3	6.4	6.3	5.6	4.5	7.3
Zm00001d029339	1	mu1058778	UFMu-07960	bHLH	190	105	Zm00004b001672	One-to-One	moderate	missense_variant	FALSE	14	0.7142857142857143	mix		55.5	2.1	6.5	5.8	17.6	6.5	62.8	1.1	7.5	6.7	36.5	8.8	66.0	1.7	10.8	11.3	14.4	12.7	66.0
Zm00001d029402	3	mu1035978|mu1051903|mu1089253	UFMu-03223|UFMu-06852|UFMu-12565	bHLH	190	106	Zm00004b001715	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		15.5	2.5	7.9	10.1	41.4	21.7	21.7	10.7	12.4	16.5	46.0	32.0	12.5	3.7	4.6	9.2	32.4	16.4	9.2
Zm00001d029607	1	mu1044474	UFMu-05769	GRAS	81	36	Zm00004b001890	One-to-One	moderate	disruptive_inframe_deletion	FALSE	1	1	acti		2.4	0.0	1.0	1.9	6.6	6.8	1.9	0.0	0.2	0.8	5.1	6.0	2.5	0.0	0.2	0.8	5.4	5.6	5.6
Zm00001d029855	3	mu1043872|mu1051928|mu1089307	UFMu-05113|UFMu-07105|UFMu-13149	GRAS	81	37	Zm00004b002071	One-to-One	moderate	disruptive_inframe_insertion	FALSE	15	1	acti		4.5	0.1	22.3	9.4	18.7	5.6	4.9	0.0	34.3	10.7	13.8	7.2	3.1	0.0	25.7	11.1	18.2	4.6	4.6
Zm00001d029963	1	mu1076168	UFMu-09083	MYB_related	109	64	Zm00004b002134	One-to-One	moderate	conservative_inframe_insertion	FALSE	2	0	mix	wang2018	22.0	0.9	163.0	98.6	120.1	82.0	13.0	0.7	187.8	85.0	169.5	104.5	8.9	0.3	257.9	175.8	135.2	51.3	8.9
Zm00001d029974	2	mu1051939|mu1089321	UFMu-06564|UFMu-11379	Trihelix	46	30	Zm00004b002142	One-to-One	no_change	NA	FALSE	0	NA	NA		14.6	8.7	13.6	8.1	9.4	8.3	19.3	9.4	17.9	7.2	10.4	9.0	18.6	11.9	19.2	7.0	11.1	8.2	8.2
Zm00001d030028	2	mu1046801|mu1076170	UFMu-06525|UFMu-08917	bHLH	190	107	Zm00004b002184	One-to-One	moderate	missense_variant	FALSE	25	1	acti	wang2018	8.7	3.3	45.3	33.0	17.9	10.0	45.7	3.7	94.8	73.5	25.5	20.5	21.4	5.3	55.1	24.0	20.2	12.1	55.1
Zm00001d030069	2	mu1088509|mu1088510	UFMu-13448|UFMu-11931	HD-ZIP	60	35	Zm00004b002211	One-to-One	moderate	missense_variant	FALSE	21	1	acti		45.4	1.1	0.1	1.1	0.1	40.9	51.1	0.7	0.2	0.8	0.2	30.3	47.0	1.7	0.2	1.3	0.1	32.2	47.0
Zm00001d030518	3	mu1005542|mu1044163|mu1058388	UFMu-00293,UFMu-03481,UFMu-07348|UFMu-04979|UFMu-08145	CAMTA	8	6	Zm00004b002504	One-to-One	no_change	NA	FALSE	0	NA	NA		45.7	112.7	112.1	45.2	88.7	39.3	78.8	182.1	105.0	49.2	110.3	47.1	53.9	127.2	86.3	67.4	95.8	32.9	95.8
Zm00001d030617	11	mu1024117|mu1024594|mu1024594|mu1037031|mu1037031|mu1037031|mu1038119|mu1046237|mu1046238|mu1075052|mu1085350	UFMu-11089|UFMu-05807|UFMu-07888|UFMu-03243,UFMu-11056|UFMu-04623|UFMu-13987|UFMu-02472|UFMu-06513|UFMu-06492|UFMu-05807|UFMu-10954	bZIP	128	66	Zm00004b002566	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		50.4	12.4	214.8	135.5	198.1	109.4	199.4	28.1	147.7	192.5	188.9	116.4	150.4	18.8	140.5	328.9	226.0	99.1	99.1
Zm00001d030744	5	mu1017977|mu1021088|mu1044229|mu1044230|mu1085356	UFMu-00699|UFMu-01447|UFMu-05508|UFMu-05698|UFMu-10840	GRAS	81	39	Zm00004b002647	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		9.6	2.7	25.5	18.6	31.5	6.8	15.6	2.9	13.8	7.1	17.8	8.7	16.8	4.2	15.2	7.9	27.4	8.1	8.1
Zm00001d030891	2	mu1054981|mu1075795	UFMu-07289|UFMu-09075	G2-like	61	32	Zm00004b002742	One-to-One	no_change	NA	FALSE	6	1	acti	wang2018	12.7	0.3	48.5	46.0	37.9	57.0	25.1	0.5	29.8	30.1	58.9	75.8	33.2	0.8	51.8	45.0	55.5	84.3	84.3
Zm00001d030907	1	mu1044148	UFMu-05250	B3	45	26	Zm00004b002754	Many-to-Many	low	splice_region_variant	FALSE	2	0.33333333333333337	mix	wang2018	41.2	0.5	0.2	0.2	0.1	4.5	49.6	0.1	0.1	2.3	5.1	4.8	58.8	0.5	0.1	0.2	0.6	3.0	58.8
Zm00001d030908	1	mu1046270	UFMu-06452,UFMu-10913	B3	45	27	Zm00004b002754,Zm00004b002757	Many-to-Many,Many-to-One	no_change	NA	FALSE	0	NA	NA	wang2018	0.2	0.1	0.1	0.0	0.0	0.1	3.6	0.0	0.1	0.1	0.2	0.4	0.4	0.3	0.0	0.1	0.5	0.3	0.5
Zm00001d030969	7	mu1030362|mu1040477|mu1044140|mu1044245|mu1046278|mu1051525|mu1065617	UFMu-02877|UFMu-04229|UFMu-05301|UFMu-05735|UFMu-06342|UFMu-06718|UFMu-00986	WRKY	121	63	Zm00004b002795	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		1.9	1.0	15.2	3.0	4.4	3.6	1.5	0.4	1.7	1.6	3.1	1.9	3.7	1.5	3.7	4.2	4.5	2.7	4.5
Zm00001d031008	3	mu1013303|mu1044139|mu1088612	UFMu-01233|UFMu-05348|UFMu-11204	CPP	12	5	Zm00004b002821	One-to-One	modifier	intron_variant	FALSE	0	NA	NA		51.7	121.1	59.2	21.7	33.6	26.6	61.0	108.0	74.9	23.9	39.2	29.9	73.9	180.8	70.2	35.2	44.0	27.1	73.9
Zm00001d031009	5	mu1013305|mu1013305|mu1031251|mu1044138|mu1088613	UFMu-01391,UFMu-03254|UFMu-04501,UFMu-06937|UFMu-02634|UFMu-05142|UFMu-13497	CPP	12	6	Zm00004b002822	One-to-One	modifier	intron_variant	FALSE	122	1	acti		148.0	41.9	10.7	2.4	66.4	41.2	204.2	49.8	6.8	3.2	55.9	36.4	170.0	45.7	3.2	4.7	54.9	37.4	54.9
Zm00001d031061	2	mu1010258|mu1023766	UFMu-00276|UFMu-02774	HD-ZIP	60	38	Zm00004b002858	One-to-Many	moderate	missense_variant	FALSE	1	1	acti		29.9	1.1	8.7	6.8	31.4	26.6	11.4	4.9	23.9	5.0	20.3	21.9	15.8	2.2	42.2	9.8	26.0	31.0	9.8
Zm00001d031064	6	mu1044130|mu1069014|mu1082149|mu1087542|mu1088619|mu1088620	UFMu-05308|UFMu-08310|UFMu-09463,UFMu-11255|UFMu-10670|UFMu-11255|UFMu-11971	ARF	36	21	Zm00004b002861	One-to-One	moderate	missense_variant	FALSE	6	0.8888888888888888	acti		49.9	13.1	45.4	19.9	32.2	51.1	76.5	5.8	37.9	15.5	32.9	46.9	35.5	4.0	38.1	25.4	34.8	44.7	44.7
Zm00001d031092	2	mu1080438|mu1088623	UFMu-09498|UFMu-12362	NF-YA	13	10	Zm00004b002884	One-to-One	high	splice_donor_variant	FALSE	1	1	acti	wang2018	43.1	4.0	28.5	17.4	78.0	19.8	18.9	2.8	34.6	12.5	74.3	11.9	28.0	3.4	40.9	38.1	80.9	19.6	80.9
Zm00001d031135	1	mu1087544	UFMu-11068	GATA	36	21	Zm00004b002916	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		17.5	6.1	6.8	5.6	5.6	7.6	25.2	11.8	6.3	4.3	5.1	7.9	14.3	2.8	5.8	4.0	5.0	7.4	7.4
Zm00001d031182	4	mu1035053|mu1035958|mu1087545|mu1088642	UFMu-03465|UFMu-03264|UFMu-11109|UFMu-11279	TALE	28	13	Zm00004b002945	One-to-One	moderate	missense_variant	FALSE	2	1	acti		0.3	0.1	146.6	55.2	50.5	35.1	1.7	0.3	79.2	61.3	66.0	35.8	0.3	0.1	113.5	114.8	61.2	29.3	61.2
Zm00001d031194	2	mu1088647|mu1088648	UFMu-12357|UFMu-12574	bZIP	128	68	Zm00004b002954	One-to-One	moderate	conservative_inframe_insertion	FALSE	0	NA	NA		0.1	0.0	6.0	0.3	0.7	0.6	0.0	0.0	4.2	0.1	1.0	0.4	0.0	0.0	4.4	0.6	0.5	0.1	4.4
Zm00001d031266	1	mu1045157	UFMu-05892	Trihelix	46	32	Zm00004b003017	One-to-One	moderate	disruptive_inframe_insertion	FALSE	7	1	acti		8.5	9.7	6.5	5.8	5.1	6.8	7.4	10.0	3.9	6.9	4.8	7.9	5.2	9.8	4.8	8.8	5.0	6.8	9.8
Zm00001d031441	1	mu1088671	UFMu-11355	bHLH	190	113	Zm00004b003115	One-to-One	moderate	missense_variant	FALSE	0	NA	NA	wang2018	40.5	7.5	1.1	13.3	69.2	45.8	28.3	4.5	1.2	12.4	63.9	42.4	37.4	21.5	0.4	15.0	59.3	61.8	61.8
Zm00001d031454	5	mu1028466|mu1029548|mu1035501|mu1037094|mu1055021	UFMu-01129|UFMu-02975|UFMu-03340|UFMu-03295,UFMu-06842,UFMu-07326|UFMu-07235	MYB_related	109	66	Zm00004b003123	One-to-One	no_change	NA	FALSE	1	1	acti		14.0	7.1	17.3	3.0	9.7	9.4	17.3	9.0	23.9	4.1	9.5	8.3	13.5	3.1	13.8	6.3	9.3	7.1	9.3
Zm00001d031487	5	mu1046321|mu1055022|mu1069018|mu1070693|mu1085394	UFMu-06007|UFMu-07244|UFMu-08779,UFMu-09546|UFMu-02510|UFMu-11023	SBP	30	18	Zm00004b003147	One-to-One	low	synonymous_variant	FALSE	0	NA	NA		69.0	46.0	175.1	109.0	115.0	102.9	152.7	87.6	246.3	119.0	128.7	120.7	100.3	65.6	194.1	182.6	113.4	89.2	89.2
Zm00001d031522	1	mu1058453	UFMu-08200	ARF	36	22	Zm00004b003164	One-to-One	non-syntenic	splice_donor_variant	FALSE	7	0.42857142857142855	mix		42.7	5.1	356.1	395.9	285.2	95.5	60.9	4.1	413.7	481.9	466.7	148.6	66.6	17.0	452.9	890.6	501.2	133.6	890.6
Zm00001d031561	5	mu1013344|mu1013344|mu1013345|mu1051569|mu1055031	UFMu-01867,UFMu-06867,UFMu-08143|UFMu-05788|UFMu-01838|UFMu-06867,UFMu-08143|UFMu-07672	bHLH	190	114	Zm00004b003207	One-to-One	non-syntenic	disruptive_inframe_insertion	FALSE	0	NA	NA		0.7	16.2	29.2	24.2	22.5	14.7	1.1	30.9	43.1	31.3	16.8	12.5	0.7	43.5	29.1	48.1	25.3	13.0	48.1
Zm00001d031723	8	mu1020150|mu1024077|mu1037114|mu1046343|mu1075858|mu1080452|mu1082160|mu1094132	UFMu-00946|UFMu-11200|UFMu-03766|UFMu-05981|UFMu-08924|UFMu-09482|UFMu-09492|UFMu-13661	bZIP	128	71	Zm00004b003313	One-to-One	high	splice_donor_variant	FALSE	0	NA	NA		15.5	22.0	8.8	8.7	13.1	18.6	35.0	28.0	22.4	6.9	20.0	19.2	28.9	36.9	15.8	12.7	19.1	22.1	36.9
Zm00001d031745	3	mu1024534|mu1029898|mu1070702	UFMu-04471|UFMu-02898,UFMu-03314,UFMu-06844,UFMu-07902,UFMu-10822|UFMu-02456	HD-ZIP	60	39	Zm00004b003333	One-to-One	high	frameshift_variant	FALSE	0	NA	NA		1.5	0.0	0.0	1.1	1.0	1.7	0.7	0.0	0.0	0.6	0.3	1.5	1.1	0.0	0.0	2.3	0.5	2.1	2.3
Zm00001d031790	1	mu1075322	UFMu-05482	bZIP	128	72	Zm00004b003360,Zm00004b003361	Many-to-One	moderate	missense_variant	FALSE	8	1	acti		31.1	5.7	17.5	6.2	20.1	12.5	25.9	5.3	14.6	6.4	23.4	12.9	21.3	3.0	11.1	12.4	20.6	10.4	3.0
Zm00001d032032	3	mu1013380|mu1044288|mu1058488	UFMu-01883|UFMu-05747|UFMu-07965	MYB	163	87	NA	NA	high	frameshift_variant	FALSE	0	NA	NA		6.6	3.2	15.7	74.2	14.4	19.3	18.3	5.3	15.0	68.9	21.1	11.6	10.0	5.4	6.9	44.3	11.0	8.5	8.5
Zm00001d032175	1	mu1028399	UFMu-01587	ZF-HD	21	12	Zm00004b003650	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		11.1	2.5	0.0	1.5	0.0	2.4	7.1	0.8	0.3	0.8	0.1	3.2	35.2	12.0	0.0	0.1	0.0	2.7	35.2
Zm00001d032182	1	mu1075889	UFMu-09141	NAC	126	70	Zm00004b003660	One-to-One	moderate	disruptive_inframe_deletion	FALSE	0	NA	NA		0.3	0.0	0.3	0.0	0.2	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.1	0.0	0.5	0.0	0.1	0.0	0.5
Zm00001d032190	1	mu1093213	UFMu-12250	G2-like	61	34	Zm00004b003668	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		14.2	8.2	46.3	6.1	141.6	25.4	10.3	0.3	5.2	7.4	27.4	16.1	8.6	0.3	14.8	8.0	69.6	16.8	8.6
Zm00001d032194	1	mu1040519	UFMu-04720	MYB	163	90	Zm00004b003671	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		17.3	1.5	0.5	0.0	0.0	6.6	8.2	0.2	1.4	0.5	0.0	4.2	7.2	10.0	0.6	0.2	0.3	5.5	7.2
Zm00001d032359	1	mu1035987	UFMu-03476	NA	NA	NA	Zm00004b003803	One-to-One	no_change	NA	TRUE	0	NA	NA		339.5	250.5	280.7	260.7	312.5	255.5	321.7	174.3	335.7	326.1	337.8	322.5	362.9	190.0	225.9	291.3	382.8	309.0	382.8
Zm00001d032384	2	mu1034200|mu1088762	UFMu-03514|UFMu-11153	G2-like	61	36	Zm00004b003826	One-to-One	non-syntenic	splice_region_variant	FALSE	0	NA	NA		31.4	7.0	19.5	10.9	14.3	15.6	44.2	11.1	22.8	8.4	23.0	14.4	43.4	16.1	45.9	14.0	24.9	17.5	45.9
Zm00001d032502	1	mu1021684	UFMu-01714	YABBY	14	11	Zm00004b003923	One-to-One	moderate	disruptive_inframe_deletion	FALSE	3	1	acti		64.0	0.1	0.0	0.0	0.0	3.4	31.4	0.1	0.0	0.0	0.0	2.5	95.4	0.1	0.0	0.0	0.0	2.9	95.4
Zm00001d032681	4	mu1002244|mu1044892|mu1055099|mu1055100	UFMu-00431|UFMu-05411|UFMu-07572|UFMu-07362	HD-ZIP	60	41	Zm00004b004069	One-to-One	high	stop_gained	FALSE	0	NA	NA		16.2	114.2	43.7	39.0	24.0	30.5	22.9	135.1	36.8	79.2	28.8	52.1	17.6	96.9	5.7	26.1	20.2	44.4	96.9
Zm00001d032683	6	mu1029573|mu1037191|mu1046427|mu1051343|mu1055101|mu1088797	UFMu-02826,UFMu-03766|UFMu-04179|UFMu-06118|UFMu-06118|UFMu-07612|UFMu-11292	ARF	36	23	Zm00004b004070	One-to-One	moderate	missense_variant	FALSE	0	NA	NA		49.0	20.0	101.8	18.4	19.5	18.6	34.7	25.1	57.1	33.7	16.9	18.8	25.2	12.4	59.6	12.6	17.7	20.3	59.6
Zm00001d032923	3	mu1028465|mu1037205|mu1065831	UFMu-01137|UFMu-03655|UFMu-08727	HSF	29	19	Zm00004b004268	One-to-One	modifier	5_prime_UTR_variant	TRUE	79	0.9915611814345991	acti		59.6	25.0	24.3	74.7	56.4	110.5	587.2	342.0	730.0	94.5	56.1	61.3	385.6	148.4	461.0	92.8	79.9	76.9	92.8
Zm00001d033215	4	mu1021085|mu1050609|mu1080500|mu1080501	UFMu-01431|UFMu-06118|UFMu-09642|UFMu-09642	NF-YA	13	11	Zm00004b004496	One-to-One	moderate	missense_variant	FALSE	2	1	acti		71.4	0.3	22.1	7.8	4.3	5.1	51.2	1.8	12.1	3.3	3.8	3.0	65.3	4.3	13.0	4.3	3.3	3.9	65.3
Zm00001d033246	1	mu1088875	UFMu-12487	HB-other	21	14	Zm00004b004529	Many-to-One	moderate	conservative_inframe_deletion	FALSE	3	1	acti		116.4	14.0	208.6	18.2	108.3	100.2	70.8	7.0	342.9	11.9	77.7	84.2	69.6	8.1	358.8	25.6	113.4	88.6	88.6
