sorghum3	maize1	maize2
Sobic.004G034000	Zm00001d015200	
Sobic.004G034100	Zm00001d015201	
Sobic.004G034200	Zm00001d015202	
Sobic.004G034300	Zm00001d015203	
Sobic.004G034400		Zm00001d054004
Sobic.004G034500	Zm00001d015204	
Sobic.004G034600	Zm00001d015205	
Sobic.004G034700	Zm00001d015208	
Sobic.004G034800		
Sobic.004G034900	Zm00001d015209	Zm00001d054003
Sobic.004G035000	Zm00001d015210	
Sobic.004G035100		
Sobic.004G035200	Zm00001d015211	
Sobic.004G035300	Zm00001d015212	
Sobic.004G035400		
Sobic.004G035500		
Sobic.004G035601		
Sobic.004G035750		
Sobic.004G035700		
Sobic.004G035800	Zm00001d015213	
Sobic.004G035900	Zm00001d015215	
Sobic.004G036100	Zm00001d015217	
Sobic.004G036200	Zm00001d015217	
Sobic.004G036300		Zm00001d054002
Sobic.004G036400	Zm00001d015225	
Sobic.004G036500	Zm00001d015226	
Sobic.004G036600	Zm00001d015227	
Sobic.004G036700	Zm00001d015229	Zm00001d054001
Sobic.004G036800	Zm00001d015231	
Sobic.004G036900	Zm00001d015233	Zm00001d053890
Sobic.004G037000		
Sobic.004G037100	Zm00001d015234	Zm00001d053889
Sobic.004G037200	Zm00001d015234	Zm00001d053889
Sobic.004G037300	Zm00001d015239	
Sobic.004G037401		
Sobic.004G037500		
Sobic.004G037600		Zm00001d053887
Sobic.004G037700	Zm00001d015242	
Sobic.004G037800	Zm00001d015243	
Sobic.004G037900		Zm00001d053886
Sobic.004G038000		Zm00001d053885
Sobic.004G038100	Zm00001d015245	
Sobic.004G038200		
Sobic.004G038300	Zm00001d015239	
Sobic.004G038400		
Sobic.004G038500	Zm00001d015246	
Sobic.004G038600		
Sobic.004G038700		Zm00001d053884
Sobic.004G038800		
Sobic.004G038850		
Sobic.004G038900		
Sobic.004G039000		
Sobic.004G039100	Zm00001d015247	Zm00001d053883
Sobic.004G039200	Zm00001d015248	Zm00001d053882
Sobic.004G039300	Zm00001d015249	
Sobic.004G039400	Zm00001d015251	
Sobic.004G039500		
Sobic.004G039600	Zm00001d015259	Zm00001d053881
Sobic.004G039700		
Sobic.004G039800	Zm00001d015246	
Sobic.004G039900	Zm00001d015260	
Sobic.004G040000	Zm00001d015265	
Sobic.004G040050		
Sobic.004G040100	Zm00001d015268	Zm00001d053880
Sobic.004G040200	Zm00001d015269	
Sobic.004G040300		
Sobic.004G040350		
Sobic.004G040400		
Sobic.004G040500	Zm00001d015272	
Sobic.004G040600	Zm00001d015274	
Sobic.004G040700	Zm00001d015275	
Sobic.004G040800		
Sobic.004G040900		
Sobic.004G041000	Zm00001d015276	
Sobic.004G041100	Zm00001d015277	
Sobic.004G041200		
Sobic.004G041300		
Sobic.004G041500	Zm00001d015279	
Sobic.004G041600		
Sobic.004G041700	Zm00001d015282	
Sobic.004G041800	Zm00001d015284	
Sobic.004G041900		
Sobic.004G042000		
Sobic.004G042100	Zm00001d015289	
Sobic.004G042200	Zm00001d015290	
Sobic.004G042300		
Sobic.004G042400		
Sobic.004G042501		
Sobic.004G042600	Zm00001d015291	
Sobic.004G042700	Zm00001d015292	
Sobic.004G042800		Zm00001d053876
Sobic.004G042900	Zm00001d015293	Zm00001d053875
Sobic.004G043001	Zm00001d015299	
Sobic.004G043101		
Sobic.004G043200	Zm00001d015299	
Sobic.004G043301		
Sobic.004G043400		
Sobic.004G043500		
Sobic.004G043600		Zm00001d053873
Sobic.004G043750		Zm00001d053872
Sobic.004G043900		
Sobic.004G044000		Zm00001d053868
Sobic.004G044100	Zm00001d015297	
Sobic.004G044200		
Sobic.004G044250		
Sobic.004G044300		
Sobic.004G044401		
Sobic.004G044500	Zm00001d015298	Zm00001d053867
Sobic.004G044700	Zm00001d015298	Zm00001d053867
Sobic.004G044800	Zm00001d015298	Zm00001d053867
Sobic.004G044900		
Sobic.004G045000		Zm00001d053867
Sobic.004G045100		
Sobic.004G045200		
Sobic.004G045300	Zm00001d015300	Zm00001d053865
Sobic.004G045400	Zm00001d015301	Zm00001d053863
Sobic.004G045500		
Sobic.004G045566		
Sobic.004G045632		
Sobic.004G045700		
Sobic.004G045800		
Sobic.004G045900		
Sobic.004G046001		
Sobic.004G046100		
Sobic.004G046200		
Sobic.004G046300		
Sobic.004G046400		Zm00001d053862
Sobic.004G046500		Zm00001d053861
Sobic.004G046600		Zm00001d053860
Sobic.004G046700		
Sobic.004G046800		
Sobic.004G046850		
Sobic.004G046900		
Sobic.004G047001		
Sobic.004G047100		Zm00001d053858
Sobic.004G047200		Zm00001d053857
Sobic.004G047300		
Sobic.004G047400	Zm00001d015306	Zm00001d053856
Sobic.004G047500		Zm00001d053855
Sobic.004G047600	Zm00001d015307	
Sobic.004G047700	Zm00001d015308	
Sobic.004G047800	Zm00001d015309	
Sobic.004G047900	Zm00001d015310	
Sobic.004G048000		Zm00001d053852
Sobic.004G048100		Zm00001d053851
Sobic.004G048201		
Sobic.004G048300	Zm00001d015311	
Sobic.004G048400	Zm00001d015311	
Sobic.004G048500	Zm00001d015311	
Sobic.004G048600		
Sobic.004G048700	Zm00001d015313	
Sobic.004G048800	Zm00001d015314	
Sobic.004G048900		Zm00001d053850
Sobic.004G049000		
Sobic.004G049100	Zm00001d015319	Zm00001d053848
Sobic.004G049200		
Sobic.004G049300		Zm00001d053846
Sobic.004G049400		Zm00001d053843
Sobic.004G049500	Zm00001d015325	
Sobic.004G049600	Zm00001d015326	
Sobic.004G049700		Zm00001d053841
Sobic.004G049800		Zm00001d053839
Sobic.004G049900	Zm00001d015327	Zm00001d053834
Sobic.004G050000	Zm00001d015327	Zm00001d053834
Sobic.004G050100	Zm00001d015327	Zm00001d053838
Sobic.004G050200		
Sobic.004G050300	Zm00001d015329	
Sobic.004G050400		Zm00001d053832
Sobic.004G050600	Zm00001d015334	Zm00001d053831
Sobic.004G050700	Zm00001d015331	Zm00001d053830
Sobic.004G050800		
Sobic.004G050900		
Sobic.004G051000	Zm00001d015331	Zm00001d053829
Sobic.004G051100	Zm00001d015330	Zm00001d053828
Sobic.004G051133		
Sobic.004G051166		
Sobic.004G051200		Zm00001d053826
Sobic.004G051300		Zm00001d053825
Sobic.004G051401		Zm00001d053824
Sobic.004G051500		
Sobic.004G051600		Zm00001d053802
Sobic.004G051700		Zm00001d053822
Sobic.004G051900		Zm00001d053819
Sobic.004G051800		
Sobic.004G052000		Zm00001d053818
Sobic.004G052100		
Sobic.004G052200	Zm00001d015338	Zm00001d053817
Sobic.004G052300	Zm00001d015339	
Sobic.004G052401		
Sobic.004G052500		
Sobic.004G052600		
Sobic.004G052700		
Sobic.004G052800	Zm00001d015342	
Sobic.004G052900	Zm00001d015344	
Sobic.004G053000	Zm00001d015345	Zm00001d053816
Sobic.004G053100	Zm00001d015346	
Sobic.004G053200	Zm00001d015347	
Sobic.004G053300	Zm00001d015348	
Sobic.004G053400	Zm00001d015354	Zm00001d053815
Sobic.004G053500		Zm00001d053813
Sobic.004G053600	Zm00001d015355	
Sobic.004G053700	Zm00001d015356	
Sobic.004G053800		
Sobic.004G053900		Zm00001d053808
Sobic.004G054000	Zm00001d015361	
Sobic.004G054100	Zm00001d015362	
Sobic.004G054200	Zm00001d015363	
Sobic.004G054300	Zm00001d015364	
Sobic.004G054400		Zm00001d053805
Sobic.004G054500	Zm00001d015366	Zm00001d053807
Sobic.004G054600	Zm00001d015366	Zm00001d053807
Sobic.004G054700	Zm00001d015367	
Sobic.004G054900		
Sobic.004G055000	Zm00001d015374	
Sobic.004G055100	Zm00001d015375	
Sobic.004G055200	Zm00001d015376	
Sobic.004G055300		
Sobic.004G055400		
Sobic.004G055500		Zm00001d053801
Sobic.004G055600	Zm00001d015377	
Sobic.004G055700	Zm00001d015378	Zm00001d053800
Sobic.004G055800	Zm00001d015379	
Sobic.004G055901		
Sobic.004G056000	Zm00001d015381	
Sobic.004G056100		
Sobic.004G056300		Zm00001d053799
Sobic.004G056201	Zm00001d015382	
Sobic.004G056350		
Sobic.004G056400	Zm00001d015383	Zm00001d053798
Sobic.004G056500	Zm00001d015384	
Sobic.004G056600		
Sobic.004G056700		Zm00001d053788
Sobic.004G056800		
Sobic.004G056900	Zm00001d015385	
Sobic.004G057000	Zm00001d015386	
Sobic.004G057100	Zm00001d015389	
Sobic.004G057200		Zm00001d053786
Sobic.004G057300		
Sobic.004G057400		Zm00001d053783
Sobic.004G057500		
Sobic.004G057700	Zm00001d015394	
Sobic.004G057800	Zm00001d015395	
Sobic.004G057900		Zm00001d053782
Sobic.004G058000	Zm00001d015397	Zm00001d053781
Sobic.004G058050		
Sobic.004G058100		
Sobic.004G058200	Zm00001d015399	
Sobic.004G058300		Zm00001d053779
Sobic.004G058400	Zm00001d015400	
Sobic.004G058500	Zm00001d015401	Zm00001d053778
Sobic.004G058600	Zm00001d015406	Zm00001d053776
Sobic.004G058700	Zm00001d015407	
Sobic.004G058800		
Sobic.004G058900	Zm00001d015410	Zm00001d053775
Sobic.004G059000		Zm00001d053770
Sobic.004G059100	Zm00001d015412	
Sobic.004G059200	Zm00001d015414	Zm00001d053769
Sobic.004G059300		
Sobic.004G059400	Zm00001d015415	
Sobic.004G059600	Zm00001d015420	
Sobic.004G059800		
Sobic.004G059900	Zm00001d015421	
Sobic.004G060000		Zm00001d053766
Sobic.004G060100	Zm00001d015426	Zm00001d053765
Sobic.004G060300	Zm00001d015429	Zm00001d053763
Sobic.004G060400	Zm00001d015430	
Sobic.004G060500	Zm00001d015431	
Sobic.004G060600	Zm00001d015433	Zm00001d053762
Sobic.004G060700		
Sobic.004G060766		
Sobic.004G060832	Zm00001d015434	
Sobic.004G060900	Zm00001d015435	Zm00001d053761
Sobic.004G061100		
Sobic.004G061200	Zm00001d015440	Zm00001d053759
Sobic.004G061300	Zm00001d015442	
Sobic.004G061400	Zm00001d015446	
Sobic.004G061500		
Sobic.004G061600	Zm00001d015448	
Sobic.004G061701		
Sobic.004G061800	Zm00001d015449	
Sobic.004G061900	Zm00001d015450	
Sobic.004G062000		Zm00001d053757
Sobic.004G062100	Zm00001d015451	Zm00001d053756
Sobic.004G062200	Zm00001d015457	
Sobic.004G062300	Zm00001d015461	Zm00001d053755
Sobic.004G062400	Zm00001d015460	Zm00001d053754
Sobic.004G062500	Zm00001d015459	
Sobic.004G062600		
Sobic.004G062800		
Sobic.004G062900		
Sobic.004G063000	Zm00001d015463	
Sobic.004G063100	Zm00001d015464	Zm00001d053753
Sobic.004G063200	Zm00001d015468	
Sobic.004G063300	Zm00001d015469	
Sobic.004G063400	Zm00001d015470	Zm00001d053729
Sobic.004G063500	Zm00001d015473	Zm00001d053731
Sobic.004G063600	Zm00001d015474	Zm00001d053732
Sobic.004G063750	Zm00001d015475	Zm00001d053734
Sobic.004G063900	Zm00001d015476	
Sobic.004G064000	Zm00001d015477	
Sobic.004G064100		
Sobic.004G064200		Zm00001d053735
Sobic.004G064300	Zm00001d015484	
Sobic.004G064400		Zm00001d053736
Sobic.004G064500		Zm00001d053736
Sobic.004G064600		Zm00001d053738
Sobic.004G064700	Zm00001d015485	
Sobic.004G064800	Zm00001d015491	Zm00001d053739
Sobic.004G064900		Zm00001d053740
Sobic.004G065000	Zm00001d015493	Zm00001d053741
Sobic.004G065100	Zm00001d015499	
Sobic.004G065200	Zm00001d015504	
Sobic.004G065300	Zm00001d015505	Zm00001d053743
Sobic.004G065400	Zm00001d015508	Zm00001d053745
Sobic.004G065500	Zm00001d015509	
Sobic.004G065600	Zm00001d015513	
Sobic.004G065650		
Sobic.004G065700		
Sobic.004G065800		
Sobic.004G065850		
Sobic.004G065900	Zm00001d015515	Zm00001d053746
Sobic.004G065950		
Sobic.004G066000	Zm00001d015517	
Sobic.004G066100		
Sobic.004G066200		Zm00001d053747
Sobic.004G066300	Zm00001d015519	
Sobic.004G066401		
Sobic.004G066500	Zm00001d015520	
Sobic.004G066600	Zm00001d015521	
Sobic.004G066700	Zm00001d015525	
Sobic.004G066800	Zm00001d015526	
Sobic.004G066900	Zm00001d015527	
Sobic.004G067000	Zm00001d015546	Zm00001d053748
Sobic.004G067050		
Sobic.004G067100	Zm00001d015549	Zm00001d053749
Sobic.004G067200	Zm00001d015550	Zm00001d053750
Sobic.004G067300		
Sobic.004G067400	Zm00001d015553	
Sobic.004G067500		Zm00001d053751
Sobic.004G067600	Zm00001d015550	Zm00001d053750
Sobic.004G067700	Zm00001d015566	
Sobic.004G067800	Zm00001d015560	
Sobic.004G067850		
Sobic.004G067900	Zm00001d015559	
Sobic.004G068000	Zm00001d015558	
Sobic.004G068100	Zm00001d015557	
Sobic.004G068200	Zm00001d015568	Zm00001d053728
Sobic.004G068300	Zm00001d015569	Zm00001d053727
Sobic.004G068350		
Sobic.004G068400	Zm00001d015570	
Sobic.004G068500	Zm00001d015571	
Sobic.004G068600	Zm00001d015578	
Sobic.004G068700	Zm00001d015579	
Sobic.004G068750		
Sobic.004G068800	Zm00001d015579	
Sobic.004G068900	Zm00001d015579	
Sobic.004G069000		Zm00001d053726
Sobic.004G069100		
Sobic.004G069200	Zm00001d015581	Zm00001d053725
Sobic.004G069400	Zm00001d015585	
Sobic.004G069300		
Sobic.004G069500	Zm00001d015586	Zm00001d053724
Sobic.004G069600		
Sobic.004G069700	Zm00001d015592	
Sobic.004G069850	Zm00001d015599	Zm00001d053722
Sobic.004G070000	Zm00001d015599	Zm00001d053722
Sobic.004G070100	Zm00001d015600	Zm00001d053719
Sobic.004G070150		
Sobic.004G070200	Zm00001d015605	Zm00001d053718
Sobic.004G070300		
Sobic.004G070400	Zm00001d015605	Zm00001d053718
Sobic.004G070500		
Sobic.004G070600	Zm00001d015609	
Sobic.004G070700	Zm00001d015612	
Sobic.004G070800	Zm00001d015613	Zm00001d053716
Sobic.004G070900	Zm00001d015614	
Sobic.004G071000	Zm00001d015618	
Sobic.004G071100		
Sobic.004G071050		
Sobic.004G071200	Zm00001d015623	Zm00001d053715
Sobic.004G071300	Zm00001d015637	
Sobic.004G071401		
Sobic.004G071500		
Sobic.004G071600		
Sobic.004G071650	Zm00001d015626	
Sobic.004G071700	Zm00001d015627	
Sobic.004G071750		
Sobic.004G071800		
Sobic.004G071850		
Sobic.004G071900		Zm00001d053714
Sobic.004G072000	Zm00001d015628	Zm00001d053713
Sobic.004G072100		
Sobic.004G072200	Zm00001d015635	Zm00001d053709
Sobic.004G072201		
Sobic.004G072300		
Sobic.004G072400	Zm00001d015636	
Sobic.004G072800	Zm00001d015635	Zm00001d053709
Sobic.004G072600		
Sobic.004G072900	Zm00001d015637	
Sobic.004G072950		
Sobic.004G073000	Zm00001d015638	
Sobic.004G073100	Zm00001d015639	Zm00001d053707
Sobic.004G073166		
Sobic.004G073232		
Sobic.004G073300		Zm00001d053706
Sobic.004G073400		Zm00001d053706
Sobic.004G073500		Zm00001d053706
Sobic.004G073700		
Sobic.004G073600		Zm00001d053706
Sobic.004G073800	Zm00001d015649	
Sobic.004G074000	Zm00001d015651	
Sobic.004G074100	Zm00001d015654	
Sobic.004G074200	Zm00001d015656	Zm00001d053705
Sobic.004G074300	Zm00001d015657	
Sobic.004G074400		
Sobic.004G074500	Zm00001d015658	
Sobic.004G074600		Zm00001d053704
Sobic.004G074700	Zm00001d015664	Zm00001d053703
Sobic.004G074900	Zm00001d015665	Zm00001d053702
Sobic.004G075000	Zm00001d015670	
Sobic.004G075100	Zm00001d015686	Zm00001d053699
Sobic.004G075200		
Sobic.004G075250		
Sobic.004G075301		
Sobic.004G075351		
Sobic.004G075400		
Sobic.004G075550		
Sobic.004G075700		Zm00001d053697
Sobic.004G075800	Zm00001d015702	
Sobic.004G075900		Zm00001d053696
Sobic.004G076000		
Sobic.004G076100	Zm00001d015884	Zm00001d053695
Sobic.004G076300	Zm00001d015867	
Sobic.004G076400	Zm00001d015868	
Sobic.004G076600	Zm00001d015868	
Sobic.004G076666	Zm00001d015868	
Sobic.004G076732		
Sobic.004G076800	Zm00001d015867	
Sobic.004G076850		
Sobic.004G076900	Zm00001d015866	
Sobic.004G077000	Zm00001d015865	
Sobic.004G077100	Zm00001d015863	Zm00001d053694
Sobic.004G077200	Zm00001d015862	Zm00001d053689
Sobic.004G077300		Zm00001d053688
Sobic.004G077400	Zm00001d015861	
Sobic.004G077500		
Sobic.004G077600		Zm00001d053687
Sobic.004G077700		
Sobic.004G077800		
Sobic.004G077900		Zm00001d053686
Sobic.004G078000	Zm00001d015856	Zm00001d053685
Sobic.004G078100		Zm00001d053682
Sobic.004G078200		
Sobic.004G078300		Zm00001d053680
Sobic.004G078400	Zm00001d015853	
Sobic.004G078500		Zm00001d053676
Sobic.004G078600	Zm00001d015852	Zm00001d053675
Sobic.004G078700	Zm00001d015851	Zm00001d053674
Sobic.004G078750		
Sobic.004G078800	Zm00001d015845	
Sobic.004G078900	Zm00001d015844	
Sobic.004G079000		Zm00001d053672
Sobic.004G079100	Zm00001d015842	Zm00001d053671
Sobic.004G079200	Zm00001d015839	Zm00001d053667
Sobic.004G079400		
Sobic.004G079500		
Sobic.004G079600		
Sobic.004G079700		Zm00001d053665
Sobic.004G079800	Zm00001d015837	Zm00001d053664
Sobic.004G079900	Zm00001d015829	
Sobic.004G080000	Zm00001d015825	Zm00001d053662
Sobic.004G080100		Zm00001d053663
Sobic.004G080200	Zm00001d015816	
Sobic.004G080300	Zm00001d015815	
Sobic.004G080350		
Sobic.004G080400		Zm00001d053661
Sobic.004G080500		Zm00001d053660
Sobic.004G080600	Zm00001d015810	
Sobic.004G080700		
Sobic.004G080800		Zm00001d053659
Sobic.004G080901		
Sobic.004G081000	Zm00001d015806	
Sobic.004G081100	Zm00001d015804	
Sobic.004G081201		
Sobic.004G081300		
Sobic.004G081400	Zm00001d015802	
Sobic.004G081501	Zm00001d015799	
Sobic.004G081601		
Sobic.004G081701		
Sobic.004G081800		Zm00001d053658
Sobic.004G081900	Zm00001d015798	Zm00001d053655
Sobic.004G082000	Zm00001d015796	Zm00001d053654
Sobic.004G082050	Zm00001d015795	
Sobic.004G082101	Zm00001d015795	
Sobic.004G082151		
Sobic.004G082200		Zm00001d053652
Sobic.004G082300		
Sobic.004G082400		
Sobic.004G082500		Zm00001d053650
Sobic.004G082600	Zm00001d015791	
Sobic.004G082700		
Sobic.004G082800	Zm00001d015789	
Sobic.004G082900	Zm00001d015788	Zm00001d053649
Sobic.004G083000	Zm00001d015785	Zm00001d053648
Sobic.004G083100	Zm00001d015783	
Sobic.004G083200	Zm00001d015780	Zm00001d053643
Sobic.004G083250		
Sobic.004G083300	Zm00001d015778	Zm00001d053642
Sobic.004G083401		
Sobic.004G083500		
Sobic.004G083600	Zm00001d015777	
Sobic.004G083700	Zm00001d015776	Zm00001d053641
Sobic.004G083900	Zm00001d015772	
Sobic.004G084100	Zm00001d015767	Zm00001d053639
Sobic.004G084200		Zm00001d053640
Sobic.004G084300	Zm00001d015765	
Sobic.004G084400		Zm00001d053628
Sobic.004G084500		Zm00001d053627
Sobic.004G084600	Zm00001d015759	
Sobic.004G084700	Zm00001d015758	
Sobic.004G084800		
Sobic.004G084900		Zm00001d053626
Sobic.004G085000	Zm00001d015754	
Sobic.004G085100	Zm00001d015746	
Sobic.004G085200		Zm00001d053625
Sobic.004G085300		Zm00001d053624
Sobic.004G085400		
Sobic.004G085500	Zm00001d015744	
Sobic.004G085600	Zm00001d015743	
Sobic.004G085700	Zm00001d015742	
Sobic.004G085800		
Sobic.004G085900		Zm00001d053623
Sobic.004G086000	Zm00001d015737	Zm00001d053622
Sobic.004G086100	Zm00001d015741	
Sobic.004G086150		
Sobic.004G086200	Zm00001d015729	Zm00001d053620
Sobic.004G086300	Zm00001d015724	
Sobic.004G086400	Zm00001d015721	Zm00001d053617
Sobic.004G086500	Zm00001d015715	
Sobic.004G086600	Zm00001d016439	Zm00001d053616
Sobic.004G086700		
Sobic.004G086800	Zm00001d016438	
Sobic.004G086900		
Sobic.004G087000		
Sobic.004G087050		
Sobic.004G087100	Zm00001d016417	
Sobic.004G087200	Zm00001d016431	
Sobic.004G087300	Zm00001d016431	
Sobic.004G087366		
Sobic.004G087432		
Sobic.004G087500	Zm00001d016411	
Sobic.004G087600	Zm00001d016410	Zm00001d053613
Sobic.004G087700	Zm00001d016409	Zm00001d053612
Sobic.004G087750		
Sobic.004G087800	Zm00001d016409	Zm00001d053612
Sobic.004G087900		
Sobic.004G088000	Zm00001d016408	
Sobic.004G088100		
Sobic.004G088200	Zm00001d016407	Zm00001d053611
Sobic.004G088300		
Sobic.004G088400	Zm00001d016406	Zm00001d053610
Sobic.004G088450	Zm00001d016402	Zm00001d053609
Sobic.004G088501	Zm00001d016402	Zm00001d053609
Sobic.004G088551	Zm00001d016401	
Sobic.004G088600	Zm00001d016400	
Sobic.004G088700		Zm00001d053608
Sobic.004G088800		
Sobic.004G088900		Zm00001d053607
Sobic.004G089000	Zm00001d016397	
Sobic.004G089100		Zm00001d053605
Sobic.004G089200	Zm00001d016396	
Sobic.004G089300	Zm00001d016395	Zm00001d053603
Sobic.004G089400	Zm00001d016395	Zm00001d053603
Sobic.004G089450		
Sobic.004G089500		
Sobic.004G089600		
Sobic.004G089700		
Sobic.004G089901		
Sobic.004G089801		
Sobic.004G090000	Zm00001d016394	
Sobic.004G090100		Zm00001d053600
Sobic.004G090200	Zm00001d016394	
Sobic.004G090300	Zm00001d016394	
Sobic.004G090400		
Sobic.004G090500		
Sobic.004G090600		
Sobic.004G090700		Zm00001d053599
Sobic.004G090900		
Sobic.004G091000		Zm00001d053597
Sobic.004G091100	Zm00001d016382	
Sobic.004G091200	Zm00001d016381	Zm00001d053595
Sobic.004G091300		
Sobic.004G091401		
Sobic.004G091500		
Sobic.004G091600		Zm00001d053594
Sobic.004G091700		
Sobic.004G091800		
Sobic.004G091900		
Sobic.004G092000		
Sobic.004G092100		
Sobic.004G092200		
Sobic.004G092300		
Sobic.004G092350		
Sobic.004G092400		Zm00001d053591
Sobic.004G092500	Zm00001d016378	Zm00001d053589
Sobic.004G092600	Zm00001d016374	
Sobic.004G092700		
Sobic.004G092800		
Sobic.004G092900	Zm00001d016373	
Sobic.004G092950		
Sobic.004G093000		Zm00001d053588
Sobic.004G093100		Zm00001d053587
Sobic.004G093200		Zm00001d053586
Sobic.004G093300		
Sobic.004G093400		Zm00001d053585
Sobic.004G093500	Zm00001d016371	
Sobic.004G093600	Zm00001d016365	Zm00001d053580
Sobic.004G093700	Zm00001d016364	
Sobic.004G093800	Zm00001d016363	
Sobic.004G093900		Zm00001d053578
Sobic.004G094000		Zm00001d053578
Sobic.004G094100	Zm00001d016361	
Sobic.004G094150		
Sobic.004G094200	Zm00001d016358	Zm00001d053576
Sobic.004G094300		Zm00001d053575
Sobic.004G094400		
Sobic.004G094500		
Sobic.004G094600	Zm00001d016354	
Sobic.004G094700		
Sobic.004G094900		
Sobic.004G095000	Zm00001d016351	
Sobic.004G095100	Zm00001d016351	
Sobic.004G095200		
Sobic.004G095300	Zm00001d016349	Zm00001d053572
Sobic.004G095400	Zm00001d016347	
Sobic.004G095500		Zm00001d053569
Sobic.004G095600		
Sobic.004G095700		
Sobic.004G095800		
Sobic.004G096000		
Sobic.004G096100	Zm00001d016342	Zm00001d053568
Sobic.004G096200		
Sobic.004G096300	Zm00001d016332	Zm00001d053566
Sobic.004G096400		Zm00001d053565
Sobic.004G096500	Zm00001d016326	Zm00001d053564
Sobic.004G096600		
Sobic.004G096700	Zm00001d016311	
Sobic.004G096801		
Sobic.004G096900	Zm00001d016308	Zm00001d053563
Sobic.004G097000	Zm00001d016307	Zm00001d053562
Sobic.004G097100	Zm00001d016306	Zm00001d053562
Sobic.004G097200	Zm00001d016305	
Sobic.004G097300	Zm00001d016301	
Sobic.004G097400	Zm00001d016299	
Sobic.004G097500		
Sobic.004G097700	Zm00001d016298	
Sobic.004G097800	Zm00001d016294	
Sobic.004G097900		Zm00001d053561
Sobic.004G098000	Zm00001d016286	
Sobic.004G098100	Zm00001d016287	
Sobic.004G098200	Zm00001d016281	
Sobic.004G098300	Zm00001d016281	
Sobic.004G098400		
Sobic.004G098500		
Sobic.004G098650		
Sobic.004G098800		
Sobic.004G099000		
Sobic.004G099050		
Sobic.004G099100	Zm00001d016271	
Sobic.004G099150		
Sobic.004G099200	Zm00001d016273	
Sobic.004G099300	Zm00001d016274	
Sobic.004G099400		Zm00001d053557
Sobic.004G099500	Zm00001d016276	
Sobic.004G099600	Zm00001d016277	
Sobic.004G099650		
Sobic.004G099700	Zm00001d016285	
Sobic.004G099750		
Sobic.004G099800		Zm00001d053559
Sobic.004G099900		Zm00001d053560
Sobic.004G100000	Zm00001d016269	
Sobic.004G100100		Zm00001d053556
Sobic.004G100200		Zm00001d053555
Sobic.004G100300		
Sobic.004G100400		
Sobic.004G100500	Zm00001d016262	
Sobic.004G100600		
Sobic.004G100700	Zm00001d016260	
Sobic.004G100900	Zm00001d016259	
Sobic.004G101000	Zm00001d016257	
Sobic.004G101100		
Sobic.004G101200	Zm00001d016256	
Sobic.004G101250		
Sobic.004G101300		Zm00001d053522
Sobic.004G101400	Zm00001d016255	
Sobic.004G101500	Zm00001d016254	
Sobic.004G101601		
Sobic.004G101700		
Sobic.004G101800	Zm00001d016253	
Sobic.004G101900	Zm00001d016248	
Sobic.004G102000		Zm00001d053524
Sobic.004G102100	Zm00001d016242	
Sobic.004G102200	Zm00001d016237	
Sobic.004G102301		
Sobic.004G102400	Zm00001d016234	Zm00001d053541
Sobic.004G102500	Zm00001d016231	Zm00001d053543
Sobic.004G102600	Zm00001d016231	Zm00001d053543
Sobic.004G102700	Zm00001d016231	Zm00001d053543
Sobic.004G102750		
Sobic.004G102800	Zm00001d016230	
Sobic.004G102900	Zm00001d016228	
Sobic.004G102950		
Sobic.004G103000	Zm00001d016225	Zm00001d053544
Sobic.004G103100		
Sobic.004G103200	Zm00001d016223	
Sobic.004G103300		Zm00001d053545
Sobic.004G103400	Zm00001d016219	
Sobic.004G103450		
Sobic.004G103500	Zm00001d016216	
Sobic.004G103600	Zm00001d016207	
Sobic.004G103700		
Sobic.004G103800	Zm00001d016200	Zm00001d053547
Sobic.004G103901	Zm00001d016199	
Sobic.004G104000		
Sobic.004G104100	Zm00001d016200	Zm00001d053547
Sobic.004G104200	Zm00001d016199	
Sobic.004G104250		
Sobic.004G104300	Zm00001d016200	Zm00001d053547
Sobic.004G104400	Zm00001d016199	
Sobic.004G104500		
Sobic.004G104600		
Sobic.004G104700	Zm00001d016198	
Sobic.004G104800	Zm00001d016197	
Sobic.004G104900	Zm00001d016188	Zm00001d053548
Sobic.004G105001		
Sobic.004G105100	Zm00001d016185	Zm00001d053554
Sobic.004G105200	Zm00001d016182	Zm00001d053554
Sobic.004G105300	Zm00001d016185	
Sobic.004G105500	Zm00001d016181	Zm00001d053552
Sobic.004G105700	Zm00001d016177	Zm00001d053554
Sobic.004G105800	Zm00001d016177	Zm00001d053554
Sobic.004G105901		
Sobic.004G106000	Zm00001d016179	
Sobic.004G106100	Zm00001d016177	Zm00001d053554
Sobic.004G106200		Zm00001d053518
Sobic.004G106250		
Sobic.004G106300	Zm00001d016175	
Sobic.004G106400		Zm00001d053515
Sobic.004G106500		Zm00001d053514
Sobic.004G106600		Zm00001d053513
Sobic.004G106700	Zm00001d016170	
Sobic.004G106800		
Sobic.004G106900	Zm00001d016166	Zm00001d053453
Sobic.004G107000		
Sobic.004G107100		Zm00001d053452
Sobic.004G107200	Zm00001d016165	Zm00001d053450
Sobic.004G107300	Zm00001d016164	Zm00001d053448
Sobic.004G107400	Zm00001d016163	Zm00001d053447
Sobic.004G107500	Zm00001d016160	Zm00001d053446
Sobic.004G107550		
Sobic.004G107600	Zm00001d016158	
Sobic.004G107700		Zm00001d053445
Sobic.004G107800	Zm00001d016155	
